l5x_path,acd_path,status,message
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\dint_10k_array.L5X,C:\l5x_scratch\acd\dint_10k_array.ACD,FAILED,[2026-08-20T11:33:54][INFO][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\dint_10k_array.L5X] Open project started [2026-08-20T11:34:40][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\dint_10k_array.L5X] Open project threw OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\dint_10k_array.L5X [2026-08-20T11:34:40][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\dint_10k_array.L5X] Failed to open project. Unhandled exception: RockwellAutomation.LogixDesigner.OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. (C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\dint_10k_array.L5X)    at RockwellAutomation.LogixDesigner.LogixProject.HandleServerCallAsync[T](String funcName; Func`1 funcAsync; Boolean logErrors)    at RockwellAutomation.LogixDesigner.LogixProject.Open(CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.<>c__DisplayClass28_0.<<OpenLogixProjectAsync>g__funcToOpenProject|0>d.MoveNext() --- End of stack trace from previous location ---    at RockwellAutomation.LogixDesigner.LogixProject.InstantiateClassAndOpenProjectAsync(String projectFilePath; Func`2 funcToOpenProject; IEnumerable`1 handlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IEnumerable`1 operationEventHandlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IOperationEvent operationEventHandler; CancellationToken cancellationToken)    at L5xCommands.LogixProjectConverter.ConvertAsync(String sourceFilePath; String destinationFilePath; IOperationEvent logger; Boolean overwrite) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\LogixProjectConverter.cs:line 10    at L5xCommands.Commands.L5x2Acd.Execute(String acdPath; String l5xPath) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\Commands\L5x2Acd.cs:line 38    at System.CommandLine.Command.<>c__DisplayClass33_0.<<SetAction>b__0>d.MoveNext() --- End of stack trace from previous location ---    at System.CommandLine.Invocation.InvocationPipeline.InvokeAsync(ParseResult parseResult; CancellationToken cancellationToken)
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\motorstatus_test.L5X,C:\l5x_scratch\acd\motorstatus_test.ACD,FAILED,[2026-08-20T11:34:40][INFO][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\motorstatus_test.L5X] Open project started [2026-08-20T11:35:29][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\motorstatus_test.L5X] Open project threw OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\motorstatus_test.L5X [2026-08-20T11:35:29][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\motorstatus_test.L5X] Failed to open project. Unhandled exception: RockwellAutomation.LogixDesigner.OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. (C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\motorstatus_test.L5X)    at RockwellAutomation.LogixDesigner.LogixProject.HandleServerCallAsync[T](String funcName; Func`1 funcAsync; Boolean logErrors)    at RockwellAutomation.LogixDesigner.LogixProject.Open(CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.<>c__DisplayClass28_0.<<OpenLogixProjectAsync>g__funcToOpenProject|0>d.MoveNext() --- End of stack trace from previous location ---    at RockwellAutomation.LogixDesigner.LogixProject.InstantiateClassAndOpenProjectAsync(String projectFilePath; Func`2 funcToOpenProject; IEnumerable`1 handlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IEnumerable`1 operationEventHandlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IOperationEvent operationEventHandler; CancellationToken cancellationToken)    at L5xCommands.LogixProjectConverter.ConvertAsync(String sourceFilePath; String destinationFilePath; IOperationEvent logger; Boolean overwrite) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\LogixProjectConverter.cs:line 10    at L5xCommands.Commands.L5x2Acd.Execute(String acdPath; String l5xPath) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\Commands\L5x2Acd.cs:line 38    at System.CommandLine.Command.<>c__DisplayClass33_0.<<SetAction>b__0>d.MoveNext() --- End of stack trace from previous location ---    at System.CommandLine.Invocation.InvocationPipeline.InvokeAsync(ParseResult parseResult; CancellationToken cancellationToken)
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\oddudt5_array_1000.L5X,C:\l5x_scratch\acd\oddudt5_array_1000.ACD,FAILED,[2026-08-20T11:35:30][INFO][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\oddudt5_array_1000.L5X] Open project started [2026-08-20T11:36:19][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\oddudt5_array_1000.L5X] Open project threw OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\oddudt5_array_1000.L5X [2026-08-20T11:36:19][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\oddudt5_array_1000.L5X] Failed to open project. Unhandled exception: RockwellAutomation.LogixDesigner.OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. (C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\oddudt5_array_1000.L5X)    at RockwellAutomation.LogixDesigner.LogixProject.HandleServerCallAsync[T](String funcName; Func`1 funcAsync; Boolean logErrors)    at RockwellAutomation.LogixDesigner.LogixProject.Open(CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.<>c__DisplayClass28_0.<<OpenLogixProjectAsync>g__funcToOpenProject|0>d.MoveNext() --- End of stack trace from previous location ---    at RockwellAutomation.LogixDesigner.LogixProject.InstantiateClassAndOpenProjectAsync(String projectFilePath; Func`2 funcToOpenProject; IEnumerable`1 handlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IEnumerable`1 operationEventHandlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IOperationEvent operationEventHandler; CancellationToken cancellationToken)    at L5xCommands.LogixProjectConverter.ConvertAsync(String sourceFilePath; String destinationFilePath; IOperationEvent logger; Boolean overwrite) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\LogixProjectConverter.cs:line 10    at L5xCommands.Commands.L5x2Acd.Execute(String acdPath; String l5xPath) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\Commands\L5x2Acd.cs:line 38    at System.CommandLine.Command.<>c__DisplayClass33_0.<<SetAction>b__0>d.MoveNext() --- End of stack trace from previous location ---    at System.CommandLine.Invocation.InvocationPipeline.InvokeAsync(ParseResult parseResult; CancellationToken cancellationToken)
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X,C:\l5x_scratch\acd\sample_0000_minimal_baseline.ACD,FAILED,[2026-08-20T11:40:21][INFO][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X] Open project started [2026-08-20T11:41:01][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X] Open project threw OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was aborted due to errors. No changes were made to the open project. See error log. C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X [2026-08-20T11:41:01][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X] Failed to open project. Unhandled exception: RockwellAutomation.LogixDesigner.OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was aborted due to errors. No changes were made to the open project. See error log. (C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X)    at RockwellAutomation.LogixDesigner.LogixProject.HandleServerCallAsync[T](String funcName; Func`1 funcAsync; Boolean logErrors)    at RockwellAutomation.LogixDesigner.LogixProject.Open(CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.<>c__DisplayClass28_0.<<OpenLogixProjectAsync>g__funcToOpenProject|0>d.MoveNext() --- End of stack trace from previous location ---    at RockwellAutomation.LogixDesigner.LogixProject.InstantiateClassAndOpenProjectAsync(String projectFilePath; Func`2 funcToOpenProject; IEnumerable`1 handlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IEnumerable`1 operationEventHandlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IOperationEvent operationEventHandler; CancellationToken cancellationToken)    at L5xCommands.LogixProjectConverter.ConvertAsync(String sourceFilePath; String destinationFilePath; IOperationEvent logger; Boolean overwrite) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\LogixProjectConverter.cs:line 10    at L5xCommands.Commands.L5x2Acd.Execute(String acdPath; String l5xPath) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\Commands\L5x2Acd.cs:line 38    at System.CommandLine.Command.<>c__DisplayClass33_0.<<SetAction>b__0>d.MoveNext() --- End of stack trace from previous location ---    at System.CommandLine.Invocation.InvocationPipeline.InvokeAsync(ParseResult parseResult; CancellationToken cancellationToken)
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\dint_10k_array.L5X,C:\l5x_scratch\acd\dint_10k_array.ACD,FAILED,[2026-08-20T11:41:02][INFO][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\dint_10k_array.L5X] Open project started [2026-08-20T11:41:44][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\dint_10k_array.L5X] Open project threw OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\dint_10k_array.L5X [2026-08-20T11:41:44][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\dint_10k_array.L5X] Failed to open project. Unhandled exception: RockwellAutomation.LogixDesigner.OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. (C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\dint_10k_array.L5X)    at RockwellAutomation.LogixDesigner.LogixProject.HandleServerCallAsync[T](String funcName; Func`1 funcAsync; Boolean logErrors)    at RockwellAutomation.LogixDesigner.LogixProject.Open(CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.<>c__DisplayClass28_0.<<OpenLogixProjectAsync>g__funcToOpenProject|0>d.MoveNext() --- End of stack trace from previous location ---    at RockwellAutomation.LogixDesigner.LogixProject.InstantiateClassAndOpenProjectAsync(String projectFilePath; Func`2 funcToOpenProject; IEnumerable`1 handlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IEnumerable`1 operationEventHandlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IOperationEvent operationEventHandler; CancellationToken cancellationToken)    at L5xCommands.LogixProjectConverter.ConvertAsync(String sourceFilePath; String destinationFilePath; IOperationEvent logger; Boolean overwrite) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\LogixProjectConverter.cs:line 10    at L5xCommands.Commands.L5x2Acd.Execute(String acdPath; String l5xPath) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\Commands\L5x2Acd.cs:line 38    at System.CommandLine.Command.<>c__DisplayClass33_0.<<SetAction>b__0>d.MoveNext() --- End of stack trace from previous location ---    at System.CommandLine.Invocation.InvocationPipeline.InvokeAsync(ParseResult parseResult; CancellationToken cancellationToken)
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\motorstatus_test.L5X,C:\l5x_scratch\acd\motorstatus_test.ACD,FAILED,[2026-08-20T11:41:44][INFO][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\motorstatus_test.L5X] Open project started [2026-08-20T11:42:32][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\motorstatus_test.L5X] Open project threw OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\motorstatus_test.L5X [2026-08-20T11:42:32][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\motorstatus_test.L5X] Failed to open project. Unhandled exception: RockwellAutomation.LogixDesigner.OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. (C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\motorstatus_test.L5X)    at RockwellAutomation.LogixDesigner.LogixProject.HandleServerCallAsync[T](String funcName; Func`1 funcAsync; Boolean logErrors)    at RockwellAutomation.LogixDesigner.LogixProject.Open(CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.<>c__DisplayClass28_0.<<OpenLogixProjectAsync>g__funcToOpenProject|0>d.MoveNext() --- End of stack trace from previous location ---    at RockwellAutomation.LogixDesigner.LogixProject.InstantiateClassAndOpenProjectAsync(String projectFilePath; Func`2 funcToOpenProject; IEnumerable`1 handlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IEnumerable`1 operationEventHandlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IOperationEvent operationEventHandler; CancellationToken cancellationToken)    at L5xCommands.LogixProjectConverter.ConvertAsync(String sourceFilePath; String destinationFilePath; IOperationEvent logger; Boolean overwrite) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\LogixProjectConverter.cs:line 10    at L5xCommands.Commands.L5x2Acd.Execute(String acdPath; String l5xPath) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\Commands\L5x2Acd.cs:line 38    at System.CommandLine.Command.<>c__DisplayClass33_0.<<SetAction>b__0>d.MoveNext() --- End of stack trace from previous location ---    at System.CommandLine.Invocation.InvocationPipeline.InvokeAsync(ParseResult parseResult; CancellationToken cancellationToken)
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\oddudt5_array_1000.L5X,C:\l5x_scratch\acd\oddudt5_array_1000.ACD,FAILED,[2026-08-20T11:42:33][INFO][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\oddudt5_array_1000.L5X] Open project started [2026-08-20T11:43:27][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\oddudt5_array_1000.L5X] Open project threw OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\oddudt5_array_1000.L5X [2026-08-20T11:43:27][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\oddudt5_array_1000.L5X] Failed to open project. Unhandled exception: RockwellAutomation.LogixDesigner.OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was cancelled due to errors. No changes were made to the open project. See error log. (C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\oddudt5_array_1000.L5X)    at RockwellAutomation.LogixDesigner.LogixProject.HandleServerCallAsync[T](String funcName; Func`1 funcAsync; Boolean logErrors)    at RockwellAutomation.LogixDesigner.LogixProject.Open(CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.<>c__DisplayClass28_0.<<OpenLogixProjectAsync>g__funcToOpenProject|0>d.MoveNext() --- End of stack trace from previous location ---    at RockwellAutomation.LogixDesigner.LogixProject.InstantiateClassAndOpenProjectAsync(String projectFilePath; Func`2 funcToOpenProject; IEnumerable`1 handlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IEnumerable`1 operationEventHandlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IOperationEvent operationEventHandler; CancellationToken cancellationToken)    at L5xCommands.LogixProjectConverter.ConvertAsync(String sourceFilePath; String destinationFilePath; IOperationEvent logger; Boolean overwrite) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\LogixProjectConverter.cs:line 10    at L5xCommands.Commands.L5x2Acd.Execute(String acdPath; String l5xPath) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\Commands\L5x2Acd.cs:line 38    at System.CommandLine.Command.<>c__DisplayClass33_0.<<SetAction>b__0>d.MoveNext() --- End of stack trace from previous location ---    at System.CommandLine.Invocation.InvocationPipeline.InvokeAsync(ParseResult parseResult; CancellationToken cancellationToken)
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X,C:\l5x_scratch\acd\sample_0000_minimal_baseline.ACD,FAILED,[2026-08-20T11:57:19][INFO][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X] Open project started [2026-08-20T11:58:07][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X] Open project threw OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was aborted due to errors. No changes were made to the open project. See error log. C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X [2026-08-20T11:58:07][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X] Failed to open project. Unhandled exception: RockwellAutomation.LogixDesigner.OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was aborted due to errors. No changes were made to the open project. See error log. (C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X)    at RockwellAutomation.LogixDesigner.LogixProject.HandleServerCallAsync[T](String funcName; Func`1 funcAsync; Boolean logErrors)    at RockwellAutomation.LogixDesigner.LogixProject.Open(CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.<>c__DisplayClass28_0.<<OpenLogixProjectAsync>g__funcToOpenProject|0>d.MoveNext() --- End of stack trace from previous location ---    at RockwellAutomation.LogixDesigner.LogixProject.InstantiateClassAndOpenProjectAsync(String projectFilePath; Func`2 funcToOpenProject; IEnumerable`1 handlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IEnumerable`1 operationEventHandlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IOperationEvent operationEventHandler; CancellationToken cancellationToken)    at L5xCommands.LogixProjectConverter.ConvertAsync(String sourceFilePath; String destinationFilePath; IOperationEvent logger; Boolean overwrite) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\LogixProjectConverter.cs:line 10    at L5xCommands.Commands.L5x2Acd.Execute(String acdPath; String l5xPath) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\Commands\L5x2Acd.cs:line 38    at System.CommandLine.Command.<>c__DisplayClass33_0.<<SetAction>b__0>d.MoveNext() --- End of stack trace from previous location ---    at System.CommandLine.Invocation.InvocationPipeline.InvokeAsync(ParseResult parseResult; CancellationToken cancellationToken)
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\dint_10k_array.L5X,C:\l5x_scratch\acd\dint_10k_array.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\motorstatus_test.L5X,C:\l5x_scratch\acd\motorstatus_test.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\udt\oddudt5_array_1000.L5X,C:\l5x_scratch\acd\oddudt5_array_1000.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X,C:\l5x_scratch\acd\sample_0000_minimal_baseline.ACD,FAILED,[2026-08-20T12:42:45][INFO][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X] Open project started [2026-08-20T12:43:27][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X] Open project threw OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was aborted due to errors. No changes were made to the open project. See error log. C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X [2026-08-20T12:43:27][ERROR][C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X] Failed to open project. Unhandled exception: RockwellAutomation.LogixDesigner.OperationFailedException: XMLSrv_E_IMPORT_ABORTED_NO_CHANGES - The Import was aborted due to errors. No changes were made to the open project. See error log. (C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\misc\sample_0000_minimal_baseline.L5X)    at RockwellAutomation.LogixDesigner.LogixProject.HandleServerCallAsync[T](String funcName; Func`1 funcAsync; Boolean logErrors)    at RockwellAutomation.LogixDesigner.LogixProject.Open(CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.<>c__DisplayClass28_0.<<OpenLogixProjectAsync>g__funcToOpenProject|0>d.MoveNext() --- End of stack trace from previous location ---    at RockwellAutomation.LogixDesigner.LogixProject.InstantiateClassAndOpenProjectAsync(String projectFilePath; Func`2 funcToOpenProject; IEnumerable`1 handlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IEnumerable`1 operationEventHandlers; CancellationToken cancellationToken)    at RockwellAutomation.LogixDesigner.LogixProject.OpenLogixProjectAsync(String projectFilePath; IOperationEvent operationEventHandler; CancellationToken cancellationToken)    at L5xCommands.LogixProjectConverter.ConvertAsync(String sourceFilePath; String destinationFilePath; IOperationEvent logger; Boolean overwrite) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\LogixProjectConverter.cs:line 10    at L5xCommands.Commands.L5x2Acd.Execute(String acdPath; String l5xPath) in C:\Users\JamesH\source\repos\ra-logix-designer-vcs-custom-tools\src\L5xCommands\Commands\L5x2Acd.cs:line 38    at System.CommandLine.Command.<>c__DisplayClass33_0.<<SetAction>b__0>d.MoveNext() --- End of stack trace from previous location ---    at System.CommandLine.Invocation.InvocationPipeline.InvokeAsync(ParseResult parseResult; CancellationToken cancellationToken)
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\tagname_long_100dint.L5X,C:\l5x_scratch\acd\tagname_long_100dint.ACD,ok,
C:\Users\JamesH\source\repos\jholm90\logixMemoryMap\samples\generated\tags\tagname_short_100dint.L5X,C:\l5x_scratch\acd\tagname_short_100dint.ACD,ok,
